,date,patient1,patient2,distance
99,0,5,304,0.06077093802173502
100,0,5,306,0.04624434772842595
101,0,5,352,0.037145124641819724
102,0,5,353,0.030637897286748154
103,0,5,364,0.09147678014535841
104,0,5,369,0.09781206693524802
105,0,5,396,0.09081505743138485
106,0,6,16,0.06632533288171275
107,0,6,25,0.04977602833510911
108,0,6,36,0.06321735413248561
109,0,6,48,0.05671093699633715
110,0,6,57,0.06078226619298106
111,0,6,59,0.04894884175691097
112,0,6,61,0.08080638987598812
113,0,6,90,0.052904373765608005
114,0,6,91,0.04186262858772181
115,0,6,105,0.05459166793784521
116,0,6,106,0.0658473693685595
117,0,6,107,0.04942939221632724
118,0,6,108,0.07552100074304348
119,0,6,109,0.09890829898500844
120,0,6,114,0.05840895650684924
121,0,6,134,0.024640261170317045
122,0,6,135,0.013605488200877884
123,0,6,147,0.061235156884149725
124,0,6,151,0.0683658877146684
125,0,6,156,0.03630346103224526
126,0,6,157,0.09051357031531937
127,0,6,159,0.07978713299196494
128,0,6,170,0.06299195033409839
129,0,6,183,0.04811193282329206
130,0,6,196,0.0276030605029677
131,0,6,203,0.06718789201068634
132,0,6,222,0.0987931788170058
133,0,6,237,0.03693805289866326
134,0,6,238,0.07396394763793059
135,0,6,239,0.07527394813550069
136,0,6,240,0.07527394813550069
137,0,6,241,0.0835197189899554
138,0,6,254,0.0592760347823673
139,0,6,255,0.055775249711519564
140,0,6,283,0.05223432031396152
141,0,6,298,0.03191476843606459
142,0,6,299,0.0441354343590331
143,0,6,300,0.0771466289266496
144,0,6,301,0.07967302165882628
145,0,6,304,0.07698688656976206
146,0,6,306,0.08112759500122821
147,0,6,341,0.06500461432110576
148,0,6,352,0.06502106252596793
149,0,6,353,0.045690570754068384
150,0,6,363,0.0921943404403299
151,0,6,364,0.06504621941740626
152,0,6,395,0.09626934687766708
153,0,6,396,0.0553155589865801
154,0,7,49,0.0051460488694204535
155,0,8,138,0.006298648292636486
156,0,8,230,0.01987031375904511
157,0,8,288,0.03953253086307073
158,0,8,357,0.02288266752560091
159,0,8,358,0.013010271776052984
160,0,9,10,0.0670004813753126
161,0,9,54,0.03020567974634179
162,0,9,93,0.04870623309554187
163,0,9,94,0.04880387573017149
164,0,9,95,0.0888928621006473
165,0,9,97,0.09701624988831792
166,0,9,140,0.04174629996242607
167,0,9,161,0.08627122847004279
168,0,9,184,0.056253575596693424
169,0,9,186,0.08541948701585257
170,0,9,187,0.08498472231745201
171,0,9,289,0.04739717729094411
172,0,9,290,0.07761242621758248
173,0,9,291,0.08159370833856855
174,0,9,319,0.09734619456950859
175,0,10,54,0.08899521318496911
176,0,10,56,0.07629000718165757
177,0,10,94,0.08575399202754419
178,0,10,95,0.09523176859869634
179,0,10,97,0.05889231900227418
180,0,10,103,0.036446809485875
181,0,10,104,0.05290057495394233
182,0,10,112,0.07602424111091453
183,0,10,118,0.09699388074311398
184,0,10,140,0.029360416776655254
185,0,10,155,0.08007641325000166
186,0,10,161,0.08148802815414191
187,0,10,184,0.07379914177323903
188,0,10,186,0.023181307517647975
189,0,10,187,0.02382781223340239
190,0,10,194,0.06752006938097108
191,0,10,229,0.09677395474215225
192,0,10,289,0.019684291599959276
193,0,10,290,0.011793534974410694
194,0,10,291,0.05221624582732041
195,0,10,319,0.09359826129314729
196,0,12,146,0.01266737778328078
197,0,12,235,0.016595285156588986
198,0,12,236,0.026455525678467227
199,0,12,297,0.017270279741965915
200,0,13,14,0.041699173150264626
201,0,13,15,0.08222657769407082
202,0,13,16,0.09829188758050038
203,0,13,25,0.07368906332839528
204,0,13,36,0.08510598426990688
205,0,13,37,0.08152262369189232
206,0,13,57,0.04935749456685944
207,0,13,58,0.05641267691952103
208,0,13,59,0.09427060784795999
209,0,13,105,0.047085640698738246
210,0,13,107,0.09202992625837135
211,0,13,113,0.06912637751038747
212,0,13,122,0.06471711593608405
213,0,13,124,0.056599365656192994
214,0,13,134,0.08570137274885285
215,0,13,135,0.08691978558677309
216,0,13,147,0.07694800485787234
217,0,13,170,0.07459107719024251
218,0,13,174,0.07919494571061371
219,0,13,196,0.0802105672452704
220,0,13,219,0.09419358285262319
221,0,13,220,0.07427823421899786
222,0,13,222,0.0346372654597251
223,0,13,223,0.05721866218580573
224,0,13,237,0.06335343011445468
225,0,13,249,0.09959614454339766
226,0,13,271,0.05529938153539972
227,0,13,272,0.021188513322827344
228,0,13,298,0.06861071606384497
229,0,13,299,0.056313325322846546
230,0,13,300,0.023660408092782328
231,0,13,301,0.031740496711995914
232,0,13,302,0.05492195856049518
233,0,13,311,0.09083696793806902
234,0,13,312,0.06261881464997138
235,0,13,313,0.06581349130016967
236,0,13,340,0.0921913709822499
237,0,13,341,0.0645264563217418
238,0,13,344,0.07518895090112711
239,0,13,363,0.05562844749685988
240,0,13,375,0.08455956215373173
241,0,13,377,0.05097623209037038
242,0,13,395,0.045154763494186456
243,0,13,396,0.05901619441917111
244,0,13,397,0.059673547846008514
245,0,13,398,0.09880520432947718
246,0,14,15,0.054011347646120644
247,0,14,25,0.08645935921639954
248,0,14,57,0.06674658557504992
249,0,14,58,0.019168321973739924
250,0,14,105,0.08096756104340175
251,0,14,113,0.047481941187241826
252,0,14,124,0.07838679943325523
253,0,14,133,0.07576335201975085
254,0,14,147,0.08332849406520165
255,0,14,222,0.07532372839664518
256,0,14,223,0.0858097480087469
257,0,14,237,0.09179582043918408
258,0,14,249,0.077167778973518
259,0,14,271,0.09158434157111747
260,0,14,272,0.05698866975614632
261,0,14,282,0.08963947475471716
262,0,14,298,0.0981926958593916
263,0,14,299,0.08688019910358782
264,0,14,300,0.06012540251134648
265,0,14,301,0.04733262206334809
266,0,14,302,0.024747307639304803
267,0,14,312,0.06550393587209791
268,0,14,313,0.04063928870606591
269,0,14,363,0.04719521018353552
270,0,14,375,0.08803755962523602
271,0,14,377,0.05008530253370854
272,0,14,378,0.09801339943496765
273,0,14,395,0.0862958130981625
274,0,14,396,0.09714095022745024
275,0,14,397,0.08825447055100814
276,0,15,25,0.07519637538625099
277,0,15,57,0.07031615620040738
278,0,15,58,0.03577066869722202
279,0,15,105,0.09890378752224234
280,0,15,113,0.09560862064057149
281,0,15,133,0.02800009333764154
282,0,15,147,0.06503751924342903
283,0,15,159,0.08957562805071151
284,0,15,196,0.09727157698783771
285,0,15,203,0.07910097220920197
286,0,15,237,0.09924388638441252
287,0,15,255,0.08879937266883202
288,0,15,282,0.06147776541014269
289,0,15,299,0.09858148619909377
290,0,15,300,0.08804045217640687
291,0,15,301,0.06309661539077853
292,0,15,302,0.02982855870771167
293,0,15,313,0.08790659515898562
294,0,15,363,0.03573606637096235
295,0,16,17,0.049814560304561335
296,0,16,25,0.09752915302283519
297,0,16,36,0.01319014022149931
298,0,16,37,0.05503776111946913
299,0,16,48,0.07189110801802572
300,0,16,57,0.09054070656583073
301,0,16,59,0.017377301897108566
302,0,16,91,0.07680370554768283
303,0,16,105,0.061341433142820465
304,0,16,106,0.03587763757554549
305,0,16,107,0.017135927598522203
306,0,16,108,0.009210354027386904
307,0,16,109,0.03260879929713193
308,0,16,122,0.06512811320063662
309,0,16,134,0.044224221913285386
310,0,16,135,0.06037435726957546
311,0,16,170,0.02370208866202988
312,0,16,183,0.0782305334799071
313,0,16,196,0.07875566061149458
314,0,16,219,0.059982478041697554
315,0,16,220,0.07456631986478059
316,0,16,222,0.07441039380103621
317,0,16,237,0.06408166317749123
318,0,16,238,0.015848225767723673
319,0,16,271,0.08405753587998657
320,0,16,272,0.09427737071282753
321,0,16,283,0.044659513652613676
322,0,16,298,0.05909410224838449
323,0,16,299,0.06228616015490148
324,0,16,300,0.07828136440286598
325,0,16,301,0.09857217320365812
326,0,16,303,0.05098221536202467
327,0,16,340,0.0498616794768922
328,0,16,341,0.0337708794149651
329,0,16,353,0.08877434693821037
330,0,16,364,0.01941873239998073
331,0,16,395,0.06510906422816144
332,0,16,396,0.042040818003250685
333,0,16,974,0.09126397188338924
334,0,16,977,0.09188126384294332
335,0,16,979,0.09572332157791351
336,0,16,981,0.09599052827865949
337,0,16,984,0.0949048763418721
338,0,16,985,0.08489684718054799
339,0,16,993,0.09443753591065449
340,0,16,994,0.07837969784492135
341,0,17,36,0.0515831347340716
342,0,17,37,0.03006453163158041
343,0,17,59,0.06645006277549372
344,0,17,105,0.09159168965208081
345,0,17,106,0.07644578603815673
346,0,17,107,0.06551673475064518
347,0,17,108,0.041015956649721484
348,0,17,109,0.02062494730264817
349,0,17,122,0.049004794307023515
350,0,17,134,0.09072803546337478
351,0,17,170,0.05494144651383736
352,0,17,174,0.07935463848147091
353,0,17,219,0.02213597694605463
354,0,17,220,0.04877268457177704
355,0,17,222,0.07569099274080793
356,0,17,223,0.0879137804265738
357,0,17,238,0.05122034969063921
358,0,17,271,0.06860861163393742
359,0,17,272,0.09577575353114105
360,0,17,283,0.09064829857447804
361,0,17,298,0.09965758739474032
362,0,17,299,0.09776399520802535
363,0,17,300,0.09786851151611163
364,0,17,303,0.04203886205020568
365,0,17,340,0.017936055884985924
366,0,17,341,0.05922297312194831
367,0,17,344,0.07658914140459115
368,0,17,364,0.06214115742415129
369,0,17,395,0.0645486872143398
370,0,17,396,0.07295274906524558
371,0,17,397,0.08719639192239727
372,0,17,398,0.09191412917782099
373,0,17,951,0.09517747569872391
374,0,17,952,0.0922449453262592
375,0,17,953,0.09629060085059625
376,0,17,956,0.08992507039426023
377,0,17,957,0.09036718393931087
378,0,17,959,0.08284672776836265
379,0,17,960,0.081974620937177
380,0,17,961,0.0945889560878887
381,0,17,963,0.09948395782561172
382,0,17,964,0.07625712717597909
383,0,17,965,0.07556693842571892
384,0,17,967,0.07254066109607332
385,0,17,968,0.0735533410614541
386,0,17,969,0.07630287677229611
387,0,17,970,0.0657304098424781
388,0,17,973,0.07873238987594863
389,0,17,974,0.05969353279928489
390,0,17,975,0.08632360230818727
391,0,17,977,0.053582030839796714
392,0,17,979,0.054178042663280565
393,0,17,980,0.09297579248571466
394,0,17,981,0.05291411693899264
395,0,17,984,0.048990913785687096
396,0,17,985,0.04672477147955082
397,0,17,986,0.08296223682219332
398,0,17,987,0.06931263911391615
399,0,17,988,0.0758501120956759
400,0,17,991,0.056382741028834144
401,0,17,993,0.04496665952087706
402,0,17,994,0.031010846831377337
403,0,17,996,0.08857387896580177
404,0,17,998,0.07895333664227179
405,0,17,999,0.08633595067257707
406,0,18,60,0.011671588662447323
407,0,18,365,0.05735729670715875
408,0,18,366,0.01764069607344135
409,0,18,367,0.05280096390944715
410,0,18,368,0.08191838807137729
411,0,19,20,0.008253915265657035
412,0,19,60,0.09251009166106557
413,0,19,365,0.04774547847397555
414,0,19,366,0.0915591011014739
415,0,19,367,0.08372708155030209
416,0,19,368,0.03611531395114086
417,0,20,60,0.09795965638366708
418,0,20,365,0.05451731631329116
419,0,20,366,0.09743020511746593
420,0,20,367,0.09133704196000147
421,0,20,368,0.03499779089429743
422,0,21,61,0.0525108953589219
423,0,21,62,0.07689227328461463
424,0,21,90,0.0893364427291439
425,0,21,114,0.07434727349058814
426,0,21,150,0.031144996452341048
427,0,21,151,0.05925288761677876
428,0,21,156,0.09114289278858109
429,0,21,157,0.0538715308982089
430,0,21,239,0.05531550285223462
431,0,21,240,0.05531550285223462
432,0,21,241,0.04368407617696263
433,0,21,242,0.030874899314631204
434,0,21,252,0.050588471954759656
435,0,21,253,0.06295242071024314
436,0,21,254,0.09657581210245221
437,0,21,270,0.09741981955242196
438,0,21,304,0.0904118549216087
439,0,21,305,0.01900398898402752
440,0,21,306,0.04632519480726546
441,0,21,307,0.022927074892982083
442,0,21,352,0.08066898870876067
443,0,21,369,0.00789231224314801
444,0,22,221,0.0836933135909206
445,0,22,268,0.06819776897580328
446,0,22,343,0.056216168730541895
447,0,22,393,0.09536358057076753
448,0,23,246,0.0209762667588723
449,0,23,373,0.01262330833897111
450,0,24,249,0.07240851273728036
451,0,24,251,0.02567938047984479
452,0,24,264,0.08709468450211462
453,0,24,265,0.08683005820464909
454,0,24,338,0.0946578737984616
455,0,24,339,0.09900983889582154
456,0,24,378,0.06000293562377068
457,0,24,379,0.022886295393652036
458,0,25,36,0.08831691990211149
459,0,25,57,0.024356419023041267
460,0,25,58,0.08322948617931189
461,0,25,59,0.08249425536698121
462,0,25,90,0.09334805429564015
463,0,25,91,0.09012811903541024
464,0,25,105,0.04715861800249916
465,0,25,107,0.08159208749785252
466,0,25,114,0.06743262390000199
467,0,25,133,0.09951733347600103
468,0,25,134,0.05648516808499779
469,0,25,135,0.043399380376893046
470,0,25,147,0.012591839002784076
471,0,25,151,0.08533671247639783
472,0,25,156,0.06143405671857717
473,0,25,157,0.09074824079593118
474,0,25,159,0.05430231258626837
475,0,25,170,0.08204068391255948
476,0,25,183,0.09665846729379847
477,0,25,196,0.022629793156542365
478,0,25,203,0.03534478551555939
479,0,25,222,0.08960592217581274
480,0,25,237,0.034137074622052364
481,0,25,254,0.04598231549461976
482,0,25,255,0.03271078704269829
483,0,25,272,0.09100089493646481
484,0,25,283,0.09973077395192743
485,0,25,298,0.03845143311357112
486,0,25,299,0.038874584835542174
487,0,25,300,0.05726753022161948
488,0,25,301,0.04354509870557073
489,0,25,302,0.07323321804067612
490,0,25,304,0.05971705062037668
491,0,25,306,0.09715375788011794
492,0,25,341,0.07744620410771044
493,0,25,353,0.09058952379976863
494,0,25,363,0.044494377055948234
495,0,25,395,0.09296187148541245
496,0,25,396,0.06368126637417687
497,0,27,28,0.07934923513394229
498,0,27,158,0.03608050574909615
499,0,27,160,0.056441801556064604
500,0,27,204,0.009696047324931517
501,0,27,256,0.05252762739665948
502,0,27,257,0.054934803286296276
503,0,27,315,0.012397098807540339
504,0,27,316,0.04020141477217594
505,0,27,317,0.08327366186614604
506,0,27,318,0.08654988331740379
507,0,27,381,0.05479034883168538
508,0,27,383,0.07266510775033423
509,0,28,158,0.05195749868181858
510,0,28,160,0.05004953973365324
511,0,28,204,0.08649821759909793
512,0,28,256,0.06410266335276785
513,0,28,257,0.03707628381471496
514,0,28,315,0.09167216720055514
515,0,28,316,0.03937469284692301
516,0,28,317,0.021853046912008525
517,0,28,318,0.017638948268001428
518,0,28,381,0.027674119432032327
519,0,28,382,0.0748028456703378
520,0,28,383,0.04113956520245686
521,0,29,55,0.08993250524594064
522,0,29,71,0.0713411145411677
523,0,29,72,0.07801673051101718
524,0,29,73,0.02999079511743431
525,0,29,94,0.09838411139683162
526,0,29,95,0.05513660253180454
527,0,29,98,0.020742780756175496
528,0,29,99,0.09071707271987302
529,0,29,101,0.06287976549812327
530,0,29,104,0.09512376302456227
531,0,29,115,0.03987636889514645
532,0,29,116,0.009600086649561499
533,0,29,136,0.0705507463942297
534,0,29,141,0.08945372911819036
535,0,29,145,0.076066070109267
536,0,29,161,0.04718808951945938
537,0,29,162,0.06256495160031683
538,0,29,184,0.07961251530079137
539,0,29,229,0.08865779667912158
540,0,29,232,0.08894158375424165
541,0,29,233,0.07594255995612899
542,0,29,234,0.07594255995612899
543,0,29,258,0.05710595029601135
544,0,29,259,0.030482555620794216
545,0,29,260,0.05615011278434773
546,0,29,291,0.05673180083049139
547,0,29,292,0.09845509738093597
548,0,29,295,0.08503025006396672
549,0,29,319,0.04075047913092441
550,0,29,320,0.027386344681412326
551,0,29,321,0.05648277829725984
552,0,29,322,0.04419288863273505
553,0,29,324,0.05816309220705731
554,0,29,325,0.0647483566673206
555,0,29,361,0.09919934550141589
556,0,29,362,0.09216350000512823
557,0,29,384,0.01031053511584231
558,0,29,385,0.06329417014524363
559,0,29,940,0.09027667953637886
560,0,29,945,0.08966153863590154
561,0,30,31,0.0
562,0,30,32,0.07047520459537221
563,0,30,33,0.04543650769425286
564,0,30,34,0.053309441414121785
565,0,30,35,0.07142217451780311
566,0,30,43,0.04445096336608111
567,0,30,55,0.06453873491495882
568,0,30,79,0.0698898554364568
569,0,30,80,0.0618111809446998
570,0,30,101,0.0896989577659075
571,0,30,121,0.016152876852022366
572,0,30,127,0.05828518982457237
573,0,30,141,0.09937199448367996
574,0,30,145,0.08482361245261588
575,0,30,165,0.06798713216366575
576,0,30,166,0.06750162204615219
577,0,30,168,0.07513710190222765
578,0,30,169,0.08041444856843766
579,0,30,211,0.04330539007761979
580,0,30,212,0.020890426053217066
581,0,30,213,0.014147566163255552
582,0,30,214,0.013433239344860251
583,0,30,215,0.04847642268177746
584,0,30,226,0.044567712109715364
585,0,30,232,0.08578767163590616
586,0,30,233,0.07482044566171993
587,0,30,234,0.07482044566171993
588,0,30,260,0.09825111293575613
589,0,30,261,0.06479452719509994
590,0,30,263,0.07956757563018735
591,0,30,273,0.08815433284746506
592,0,30,325,0.09542084419758064
593,0,30,326,0.08209249009587753
594,0,30,327,0.05827564900401402
595,0,30,331,0.09879525208509361
596,0,30,333,0.08460595694883825
597,0,30,334,0.03171726688668584
598,0,30,335,0.04842336276698188
599,0,30,336,0.04565751476458507
600,0,30,338,0.09873662052403229
601,0,30,348,0.09220004040338767
602,0,30,349,0.03258125651822762
603,0,30,390,0.06793662915609942
604,0,30,391,0.041154359863086715
605,0,30,392,0.04676173104046688
606,0,31,32,0.07047520459537221
607,0,31,33,0.04543650769425286
608,0,31,34,0.053309441414121785
609,0,31,35,0.07142217451780311
610,0,31,43,0.04445096336608111
611,0,31,55,0.06453873491495882
612,0,31,79,0.0698898554364568
613,0,31,80,0.0618111809446998
614,0,31,101,0.0896989577659075
615,0,31,121,0.016152876852022366
616,0,31,127,0.05828518982457237
617,0,31,141,0.09937199448367996
618,0,31,145,0.08482361245261588
619,0,31,165,0.06798713216366575
620,0,31,166,0.06750162204615219
621,0,31,168,0.07513710190222765
622,0,31,169,0.08041444856843766
623,0,31,211,0.04330539007761979
624,0,31,212,0.020890426053217066
625,0,31,213,0.014147566163255552
626,0,31,214,0.013433239344860251
627,0,31,215,0.04847642268177746
628,0,31,226,0.044567712109715364
629,0,31,232,0.08578767163590616
630,0,31,233,0.07482044566171993
631,0,31,234,0.07482044566171993
632,0,31,260,0.09825111293575613
633,0,31,261,0.06479452719509994
634,0,31,263,0.07956757563018735
635,0,31,273,0.08815433284746506
636,0,31,325,0.09542084419758064
637,0,31,326,0.08209249009587753
638,0,31,327,0.05827564900401402
639,0,31,331,0.09879525208509361
640,0,31,333,0.08460595694883825
641,0,31,334,0.03171726688668584
642,0,31,335,0.04842336276698188
643,0,31,336,0.04565751476458507
644,0,31,338,0.09873662052403229
645,0,31,348,0.09220004040338767
646,0,31,349,0.03258125651822762
647,0,31,390,0.06793662915609942
648,0,31,391,0.041154359863086715
649,0,31,392,0.04676173104046688
650,0,32,33,0.034427823711893145
651,0,32,34,0.07143947675004586
652,0,32,35,0.07141811266140301
653,0,32,78,0.09334476702782621
654,0,32,79,0.04019812965780843
655,0,32,80,0.023825381152874917
656,0,32,119,0.09799272445495942
657,0,32,120,0.053244655124853435
658,0,32,121,0.06041457623618595
659,0,32,164,0.088655121658954
660,0,32,165,0.05457357232951671
661,0,32,166,0.02475437112706177
662,0,32,168,0.0774636340460372
663,0,32,169,0.08120527597589136
664,0,32,202,0.0804860802791382
665,0,32,210,0.0819920056827035
666,0,32,211,0.060950189702555516
667,0,32,212,0.06857095386977008
668,0,32,213,0.06766632682893098
669,0,32,214,0.06744137259924049
670,0,32,215,0.022237487312133833
671,0,32,248,0.07265788211150624
672,0,32,250,0.08718928855463662
673,0,32,263,0.0657358443076448
674,0,32,311,0.09299920302854592
675,0,32,331,0.08593342337656018
676,0,32,332,0.08077286996410078
677,0,32,333,0.08598603137433307
678,0,32,334,0.07190168335796114
679,0,32,335,0.0356930849079346
680,0,32,336,0.033094247627566006
681,0,32,338,0.06519265235960187
682,0,32,339,0.09938849483929571
683,0,32,349,0.08028160072834128
684,0,32,390,0.04875356972575563
685,0,32,391,0.06308511172634183
686,0,32,392,0.02833664474664979
687,0,32,997,0.09800805259777119
688,0,33,34,0.03832468189776688
689,0,33,35,0.044010982249198076
690,0,33,43,0.08109890846387074
691,0,33,55,0.09688130005307184
692,0,33,79,0.059376727807818434
693,0,33,80,0.04252137183435217
694,0,33,120,0.0832175690814537
695,0,33,121,0.04276717821536974
696,0,33,127,0.0880161079551633
697,0,33,165,0.06799085934509905
698,0,33,166,0.04749018345960623
699,0,33,168,0.049859436448510354
700,0,33,169,0.0546322287378337
701,0,33,211,0.05898788776081297
702,0,33,212,0.0533025514937179
703,0,33,213,0.04919486312571391
704,0,33,214,0.048635362717778546
705,0,33,215,0.022349105944464737
706,0,33,216,0.09485931213723023
707,0,33,226,0.0895571860984914
708,0,33,263,0.08125009185536057
709,0,33,333,0.09654128816981422
710,0,33,334,0.06128482196402135
711,0,33,335,0.04116045899519686
712,0,33,336,0.03585370229720577
713,0,33,338,0.05691307417692164
714,0,33,339,0.08513949493918375
715,0,33,349,0.06764179745437428
716,0,33,390,0.06403155288053244
717,0,33,391,0.05945496313791913
718,0,33,392,0.007016261457941753
719,0,34,35,0.02027424057550368
720,0,34,43,0.06580995650268819
721,0,34,79,0.0964290902785696
722,0,34,80,0.0803880401999694
723,0,34,121,0.06189949024709321
724,0,34,127,0.0647418815034751
725,0,34,166,0.0855920929684263
726,0,34,168,0.022439783829869248
727,0,34,169,0.027520935621897516
728,0,34,211,0.08697701101004683
729,0,34,212,0.07145319339536425
730,0,34,213,0.0650117965535347
731,0,34,214,0.06424078082451544
732,0,34,215,0.06001697682902619
733,0,34,216,0.07190143709102906
734,0,34,217,0.09747328515807328
735,0,34,226,0.09378962365182004
736,0,34,261,0.09737443777738405
737,0,34,264,0.0947051408021599
738,0,34,265,0.09767873812152533
739,0,34,273,0.0948752412161272
740,0,34,327,0.0891978471256292
741,0,34,334,0.08205406814667465
742,0,34,335,0.07608515957360835
743,0,34,336,0.07088327800663159
744,0,34,338,0.05715786531262233
745,0,34,339,0.06980574335332866
746,0,34,349,0.08511424520888926
747,0,34,390,0.09973025105423805
748,0,34,391,0.08623142267477077
749,0,34,392,0.04531944311874342
750,0,35,43,0.08580042951080583
751,0,35,80,0.08577345672717591
752,0,35,121,0.07758840588704402
753,0,35,127,0.0833199119238088
754,0,35,166,0.09023444927773885
755,0,35,168,0.006066686309810516
756,0,35,169,0.01063484574907633
757,0,35,212,0.0877937737996365
758,0,35,213,0.08177229277971246
759,0,35,214,0.08102733580930896
760,0,35,215,0.06613849969736897
761,0,35,216,0.05387027672312339
762,0,35,217,0.07854453272430553
763,0,35,264,0.07469458597456985
764,0,35,265,0.07770148119173143
765,0,35,334,0.0978888747180244
766,0,35,335,0.08504494246823821
767,0,35,336,0.07972173548091545
768,0,35,338,0.039120693152232426
769,0,35,339,0.049785395960939505
770,0,35,391,0.09994362293713688
771,0,35,392,0.05056327156142859
772,0,36,37,0.04919984417354977
773,0,36,48,0.07913122357876072
774,0,36,57,0.07921125757244422
775,0,36,59,0.017924712052941848
776,0,36,91,0.08095884655897921
777,0,36,105,0.049185090711319136
778,0,36,106,0.047218143339076195
779,0,36,107,0.0160863933822387
780,0,36,108,0.0180254506056112
781,0,36,109,0.03848365570359208
782,0,36,122,0.05602463749223004
783,0,36,134,0.039148910354679586
784,0,36,135,0.054905488995762454
785,0,36,156,0.0990305350237235
786,0,36,170,0.010515090826762115
787,0,36,174,0.09873927751996885
788,0,36,183,0.0833632203908073
789,0,36,196,0.07122134275279914
790,0,36,219,0.05672745568838131
791,0,36,220,0.06683568466343466
792,0,36,222,0.06201885677439157
793,0,36,223,0.0943871477326464
794,0,36,237,0.054282936684007604
795,0,36,238,0.02902311238611409
796,0,36,271,0.07372421325460547
797,0,36,272,0.08152607139649037
798,0,36,283,0.05293530592248547
799,0,36,298,0.05007763855587378
800,0,36,299,0.05139828037311637
801,0,36,300,0.06520609005293167
802,0,36,301,0.08606071018706271
803,0,36,303,0.06161241743461573
804,0,36,340,0.04689909661073259
805,0,36,341,0.02059647250071398
806,0,36,344,0.09427274580846763
807,0,36,353,0.09216496211450999
808,0,36,364,0.03143315674745591
809,0,36,395,0.053264348667293106
810,0,36,396,0.029465844361331758
811,0,36,397,0.09507608944857841
812,0,36,974,0.0998240011097503
813,0,36,977,0.09888136728289126
814,0,36,984,0.09940540340039987
815,0,36,985,0.09177154408005816
816,0,36,993,0.09645682685616451
817,0,36,994,0.08199497805168669
818,0,37,59,0.06708280076477102
819,0,37,105,0.0731674173081815
820,0,37,106,0.0893682177559729
821,0,37,107,0.06528590428092447
