,centrality,S_0,E_0,I_A_0,I_P_0,I_M_0,I_S_0,H_0,R_0,D_0,S_1,E_1,I_A_1,I_P_1,I_M_1,I_S_1,H_1,R_1,D_1,S_5,E_5,I_A_5,I_P_5,I_M_5,I_S_5,H_5,R_5,D_5,S_10,E_10,I_A_10,I_P_10,I_M_10,I_S_10,H_10,R_10,D_10
24,1126,0.0,0.0,0.0,0.0,0.0002964014028244808,4.9419237762422674e-06,0.0030465219609866617,0.9772624274893646,0.019389707223047427,0.0,0.0,0.0,0.0,0.00025404564236086247,4.08400580868661e-06,0.002818890731880218,0.9774875745674875,0.01943540505246223,0.0,0.0,0.0,0.0,0.00013710008696695564,1.904792117396456e-06,0.002065603841091719,0.9782088930064652,0.019586498273358184,0.0,0.0,0.0,0.0,6.341546857481452e-05,7.341742153001202e-07,0.0013997786729203938,0.9788161742537161,0.01971989743057287
25,779,0.0,0.0,0.0,0.0,0.26211656639062253,0.021753165704475382,0.05606437946557132,0.6556293974733401,0.004436490965990659,0.0,0.0,0.0,0.0,0.22466010905340256,0.017976816138178458,0.0556359005719504,0.6964497175784944,0.005277456657974229,0.0,0.0,0.0,0.0,0.1212416800500583,0.008384439023826892,0.04914007466013621,0.8127387090027712,0.008495097263207381,0.0,0.0,0.0,0.0,0.056080182888763014,0.003231659184658734,0.037583878743513766,0.8912673867686989,0.011836892414365504
26,886,0.0,0.0,0.0,0.0,2.1548431894220567e-05,1.9325524396632025e-07,0.0008114659473225022,0.9793291242060522,0.019837668159486715,0.0,0.0,0.0,0.0,1.8469160976536448e-05,1.5970613361376706e-07,0.0007506395503836671,0.9793808914338092,0.019849840148696552,0.0,0.0,0.0,0.0,9.967199407786188e-06,7.448740248124174e-08,0.0005496135253386755,0.9795502823903988,0.019890062397451776,0.0,0.0,0.0,0.0,4.610315243459471e-06,2.8710078001140535e-08,0.00037222944051970894,0.9796975831642779,0.019925548369880468
27,734,0.0,0.0,0.0,0.0,0.056080182888763014,0.003231659184658734,0.037583878743513766,0.8912673867686989,0.011836892414365504,0.0,0.0,0.0,0.0,0.04806632475395878,0.002670643150201978,0.03532610387220699,0.901536277628114,0.01240065059551821,0.0,0.0,0.0,0.0,0.025939816336581652,0.0012455956869756558,0.027111331292888268,0.931374642079527,0.01432861460402722,0.0,0.0,0.0,0.0,0.011998428623356263,0.00048009660881866666,0.018999271424034896,0.9524180769503606,0.016104126393429292
28,1118,0.2712438087122904,0.041609430497191374,0.016663988436591108,0.00292489324479863,0.023175802670725977,0.0020245729723133224,0.0064882139032964815,0.6293845836733245,0.006484705889468288,0.23357266922400235,0.07676604325039739,0.015288515183035065,0.001508716041049241,0.022496384389398,0.0019655964287995926,0.006353063728542839,0.6354669826567579,0.006582029098017736,0.23259949343103947,0.06496896037442437,0.012099807289754173,0.000363796963473328,0.01867614347688968,0.0016133781807195042,0.00574558556043559,0.6569827248564302,0.006950109866833954,0.22650060713807366,0.05737166582776272,0.009546128886351875,0.0012929505713715397,0.01367823880800449,0.0011505194149569044,0.004907246469234611,0.6781965223481001,0.007356120536144235
29,1321,0.27561570700599525,0.10208151063712233,0.01625739355410156,0.002096278225427492,0.023405472984660322,0.002058213001659113,0.006793583295178863,0.5660364927314486,0.005655348564406448,0.3097662903370754,0.06176197270638872,0.016401793855081823,0.003701372759792061,0.021947481298037103,0.0019105350471138403,0.006641370325128471,0.5721119313575485,0.005757252313834131,0.2839335531520454,0.06777461283525407,0.01530168699475327,0.0029781647498180177,0.02097413273606428,0.0018589013531971085,0.006033364781280974,0.5950040979113265,0.006141485486260434,0.2688374574561119,0.06422125586766975,0.01246870303904933,0.0014378981857069814,0.01812932065754324,0.0015933480204424132,0.005404394461102378,0.6213326333322827,0.006574988980091527
30,1032,0.0,0.0,0.0,0.0,8.632413109079628e-05,1.0750248680348479e-06,0.0016355901464910922,0.9786043437318214,0.019672666965728183,0.0,0.0,0.0,0.0,7.39884127579215e-05,8.884005509439983e-07,0.0015131075098213512,0.9787148148589437,0.019697200817925548,0.0,0.0,0.0,0.0,3.9929115608482385e-05,4.143525856230364e-07,0.0011081527261305694,0.9790732172214182,0.01977828658425677,0.0,0.0,0.0,0.0,1.8469160976536448e-05,1.5970613361376706e-07,0.0007506395503836671,0.9793808914338092,0.019849840148696552
31,1152,0.33699961853408156,0.12071171652357529,0.015705438495008436,0.0028087999614011664,0.02178791506592036,0.00186286384374965,0.00699268888619476,0.48845078125597763,0.004680177434091215,0.3921681732398345,0.058248353049491185,0.016379054841404197,0.004376885260998701,0.02120234196826139,0.0018203506766148274,0.006791630383005093,0.49422814281300603,0.004785067767384137,0.3932574167839457,0.03793959656779571,0.01524804371900124,0.0038046013083562033,0.02002183857558172,0.0017544588157626358,0.006110180832522899,0.5166872475130789,0.005176615883954874,0.3194178204677426,0.08594237272156709,0.014800520557456906,0.0018480144380961542,0.021371473291658255,0.0019494958260296502,0.005476854653792769,0.5435800007466547,0.005613447297001879
32,1085,0.0,0.0,0.0,0.0,0.26211656639062253,0.021753165704475382,0.05606437946557132,0.6556293974733401,0.004436490965990659,0.0,0.0,0.0,0.0,0.22466010905340256,0.017976816138178458,0.0556359005719504,0.6964497175784944,0.005277456657974229,0.0,0.0,0.0,0.0,0.1212416800500583,0.008384439023826892,0.04914007466013621,0.8127387090027712,0.008495097263207381,0.0,0.0,0.0,0.0,0.056080182888763014,0.003231659184658734,0.037583878743513766,0.8912673867686989,0.011836892414365504
33,1172,0.2898857762365341,0.09153303194764237,0.015209574025644339,0.00302035826992477,0.020784742144076027,0.0018626534379746044,0.005550869507295186,0.5662731318835709,0.005879862547337429,0.29560496800221936,0.08028234760382622,0.015248722928632125,0.003318895546878543,0.020532924934619855,0.00184133262813469,0.005457910931080438,0.5717497718346616,0.005963125589946857,0.3259278141362099,0.04021353787003816,0.01113709547307611,0.0010420058238055437,0.01644764163718091,0.0014149643992108754,0.0050976656932277065,0.5924363373262893,0.006282937640961196,0.28948830776519957,0.058284700440888,0.010832496929290107,0.0023925409369616353,0.014549742166930548,0.001280670527131254,0.004395490276200174,0.612132410035277,0.006643640922121431
34,1137,0.2675517841706989,0.0949986912491934,0.017711011596471735,0.004189144288199149,0.023497416632665514,0.0020767876582759317,0.006574987356888544,0.5775649206414425,0.005835256406164414,0.2904733594482886,0.0663361878673359,0.017476479281043046,0.003444556862560681,0.023909865655236846,0.002135171749619145,0.006442393642598605,0.5838481042767996,0.005933881216517742,0.31804064855360686,0.02431758967190168,0.013926125258414326,0.0013662224272640762,0.0205001387403123,0.0017965543028532983,0.005973985383613503,0.607768466906579,0.0063102687554552565,0.3000431068055503,0.028014941935171015,0.01075549371223158,0.0012445470043356806,0.01563390993770916,0.00134184308444757,0.005174015298688119,0.6310569014234695,0.006735240798397494
35,1107,0.0,0.0,0.0,0.0,0.26211656639062253,0.021753165704475382,0.05606437946557132,0.6556293974733401,0.004436490965990659,0.0,0.0,0.0,0.0,0.9,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661158369,0.06829369599999999,0.030404303999999997,0.239883231,0.00026039999999999993,0.0,0.0,0.0,0.0,0.77139,0.08263999999999998,0.017359999999999997,0.12861,0.0
36,954,0.5173233223160912,0.02686408206296891,0.01812376506032407,0.002937232769846814,0.025462108667104605,0.0022839211411619497,0.005864274450871159,0.3973599261579838,0.0037813673736477264,0.47977514603647614,0.06278881741215996,0.016183255405373367,0.0009740645582544121,0.02446708283143749,0.002181155708040917,0.005820942577161537,0.40394020398068564,0.0038693314904107937,0.4570924342881003,0.0719771741742824,0.013076383746398941,0.0016141272064772595,0.018901415904572436,0.0016287466924729615,0.005409550768822678,0.4260889445568105,0.00421122266206274,0.43135166076834625,0.07144028794186578,0.013980011322420088,0.002767235468152635,0.019113876285065622,0.0017234660964329798,0.004841046573328728,0.4501841661722261,0.004598249372162068
37,1116,0.3829568128916048,0.1160007588628595,0.024016921209463023,0.00501520316690228,0.03256231569544164,0.0029023651264286445,0.0077004737767389095,0.4250535119755864,0.0037916372949748744,0.35530208802939484,0.1366453659232852,0.02338895028934448,0.004206070681070588,0.03242284363277508,0.00290003485717086,0.007626788829431504,0.4336007133559016,0.003907144401625958,0.35780051786422895,0.09343683020191311,0.02657528327973743,0.010793325063642441,0.03052460607906584,0.002736415018646444,0.0073186640968544575,0.4664560888970782,0.004358269498833269,0.3240617501536911,0.09867776819064251,0.0204686642043968,0.002186808195002699,0.029943494691906717,0.0026736789059015986,0.007223529922301461,0.50986035788583,0.004903947850327334
38,1318,0.2304330328396818,0.11239776709791226,0.021108624001236396,0.0031312349942020875,0.029959784047237495,0.00264509141412586,0.007981712989377235,0.5866447077960624,0.005698044820164209,0.28779071559252783,0.04824770129742261,0.02080915485051716,0.00407542982858617,0.028496642401669135,0.002499027044053819,0.007842272384666192,0.5944212860855519,0.005817770515004868,0.2831885354616113,0.043243664648809986,0.014240942638746009,0.0013488761241419642,0.021014215436447728,0.0017506042799048714,0.007157399457911708,0.6217815266237973,0.006274235328628788,0.2889347556542065,0.020878045302412246,0.011846880013236223,0.0035138368313278033,0.014970055850745397,0.0012223187361046545,0.005962437031150707,0.6458966520823731,0.006775018498442945
39,1271,0.27796237088722586,0.06273456249327562,0.012367853740806237,0.0020817682290193615,0.017294377720185508,0.0015096007485803937,0.00538123614389399,0.6141763959806543,0.0064918340563587225,0.2918966296032571,0.04500915036038462,0.012116948807988954,0.002274692050115893,0.016696602550088424,0.0014557108815287734,0.005239710123055497,0.6187380030250637,0.006572552598517132,0.2664568054540265,0.06232090449113162,0.009105458695975203,0.00144796731979467,0.012821372829017994,0.0010749214961745157,0.004681036112576109,0.6352170169887914,0.0068745166125120894,0.27002997273478163,0.04457278036793302,0.008432411775704538,0.0019043183685169083,0.01128207836371008,0.0009713048443530616,0.003950880274535274,0.6516540096988461,0.007202243571619423
40,1248,0.2580136103336269,0.09349542516440718,0.01403825602818288,0.0029797813918405473,0.01898243190455069,0.0016558967630967859,0.005858873742493196,0.5987563828267328,0.006219341845068786,0.264430711888166,0.08142824036252258,0.014292222540693733,0.003390049948407281,0.018951645638046886,0.0016664112242072385,0.005706921889879809,0.60382657155687,0.006307224951206184,0.2530946523706952,0.07597433195400184,0.013020657349002197,0.0019032931036284974,0.018510003066021838,0.001653250889898475,0.005221586476559419,0.6239840859374528,0.006638138852739491,0.27717797150441853,0.03654179812506651,0.010466770715769857,0.002044817889010784,0.01433882203497795,0.0012320478780344136,0.004672294252221252,0.6465118796198855,0.007013597980614834
41,1176,0.3129537585151848,0.07134183389690611,0.010193393520235478,0.0030958654586349236,0.01280457629161879,0.0010850915066846938,0.004779935436197663,0.5775920151812319,0.006153530193305743,0.28512425111788775,0.09486003622417433,0.010461279614205371,0.0025867830420173146,0.013761081252317895,0.0012063061669877232,0.004609812164043301,0.5811652211935178,0.006225229224848708,0.18282164811868978,0.16569347300450418,0.01569616003940155,0.0018719792704764147,0.02275701167864114,0.0022165110668125308,0.004231112305713053,0.5982212502291545,0.006490854286607031,0.24606231987731944,0.0779308915026354,0.014037968007876272,0.0016281847124238245,0.0204012257256464,0.0018802636768055396,0.004437441206825521,0.6268057284980019,0.006815976792465858
42,1225,0.0,0.0,0.0,0.0,3.9929115608482385e-05,4.143525856230364e-07,0.0011081527261305694,0.9790732172214182,0.01977828658425677,0.0,0.0,0.0,0.0,3.422324498803025e-05,3.424209767588773e-07,0.0010251132032796408,0.9791454122556065,0.019794908875148728,0.0,0.0,0.0,0.0,1.8469160976536448e-05,1.5970613361376706e-07,0.0007506395503836671,0.9793808914338092,0.019849840148696552,0.0,0.0,0.0,0.0,8.542886612413541e-06,6.155638941049818e-08,0.0005084054419513456,0.9795846835147145,0.019898306600331858
43,1001,0.35023819343559315,0.10224959953467365,0.021346579307283474,0.0032142705811848476,0.030247390668260796,0.002726750522733775,0.006869578277194091,0.47852104236032883,0.0045865953127475325,0.39674693675258,0.04956174372782162,0.02076779812021873,0.0037074674939191017,0.02881788206483269,0.0025748136901056766,0.006827723797151118,0.48630599536646574,0.004689638986905444,0.3633274149135715,0.06996091061058526,0.015149868185921683,0.0006846395781733648,0.023143328002144727,0.0019990673380544644,0.006472722434576576,0.5141695595893521,0.0050924893476204484,0.39673639803257876,0.02165721991691736,0.011315148800133899,0.001994896053659845,0.01572750487911201,0.0012909910869909533,0.0056362869948188305,0.5400876311886176,0.005553923047170899
44,898,0.380967523701063,0.05695372001892469,0.01622129240340996,0.002151124286585446,0.023291019585435238,0.001993107835557608,0.006821486456359168,0.5066617219814196,0.004939003731245083,0.3940424650877003,0.0404369710915754,0.015279992735247475,0.002065084524427197,0.021898744744603443,0.0018622167439633517,0.006655878492385032,0.5127173205520071,0.0050413260280904705,0.18501868065398494,0.20923398340113794,0.021872135346554484,0.0070046778043020294,0.027095056229117637,0.0025219886849146955,0.006000749048310644,0.53582840190307,0.005424326928607418,0.0,0.0,0.0,0.0,0.77139,0.08263999999999998,0.017359999999999997,0.12861,0.0
45,1032,0.3992210551124346,0.04063971874442641,0.017730019880045668,0.003033531120061936,0.024740810675540677,0.002238019876912711,0.006075439303170035,0.5013230970321082,0.004998308255299882,0.347124277668359,0.09028057073919857,0.01617877021890853,0.0014735552695820796,0.023935526838061657,0.0021528527382868577,0.0060083016060643295,0.5077567050766917,0.005089439844847433,0.3593348328020985,0.05545251828551778,0.016216604518455916,0.004974321484998751,0.020319130513845072,0.001790738161072974,0.005616514323478348,0.5308537250501945,0.005441614860338368,0.06657478175865554,0.32840699008195157,0.01349809635220337,0.0025691952531671047,0.01856277487763873,0.0016373708454245183,0.005161369594244321,0.5577403344917994,0.0058490867449156065
